"measure","location","sex","age","cause","metric","year","val"
"Incidence","Saudi Arabia","Male","65-69 years","Breast cancer","Number",2014,3.38517735081917
"Incidence","Saudi Arabia","Female","65-69 years","Breast cancer","Number",2014,160.882147631746
"Incidence","Saudi Arabia","Male","65-69 years","Breast cancer","Rate",2014,1.63270086414392
"Incidence","Saudi Arabia","Female","65-69 years","Breast cancer","Rate",2014,122.944243533686
"Incidence","Saudi Arabia","Male","65-69 years","Breast cancer","Number",2015,3.79079969000042
"Incidence","Saudi Arabia","Female","65-69 years","Breast cancer","Number",2015,171.217522894615
"Incidence","Saudi Arabia","Male","65-69 years","Breast cancer","Rate",2015,1.66666772960802
"Incidence","Saudi Arabia","Female","65-69 years","Breast cancer","Rate",2015,124.885572907777
"Incidence","Saudi Arabia","Male","65-69 years","Breast cancer","Number",2016,3.91307941482032
"Incidence","Saudi Arabia","Female","65-69 years","Breast cancer","Number",2016,182.383925793977
"Incidence","Saudi Arabia","Male","65-69 years","Breast cancer","Rate",2016,1.72104427019199
"Incidence","Saudi Arabia","Female","65-69 years","Breast cancer","Rate",2016,127.865611617558
"Incidence","Saudi Arabia","Male","65-69 years","Breast cancer","Number",2017,4.152073555594
"Incidence","Saudi Arabia","Female","65-69 years","Breast cancer","Number",2017,194.985896958763
"Incidence","Saudi Arabia","Male","65-69 years","Breast cancer","Rate",2017,1.76292779454854
"Incidence","Saudi Arabia","Female","65-69 years","Breast cancer","Rate",2017,129.637092165823
"Incidence","Saudi Arabia","Male","65-69 years","Breast cancer","Number",2018,4.53048948103264
"Incidence","Saudi Arabia","Female","65-69 years","Breast cancer","Number",2018,210.58463114
"Incidence","Saudi Arabia","Male","65-69 years","Breast cancer","Rate",2018,1.80884156306661
"Incidence","Saudi Arabia","Female","65-69 years","Breast cancer","Rate",2018,131.670522119778
"Incidence","Saudi Arabia","Male","65-69 years","Breast cancer","Number",2019,4.97544663516315
"Incidence","Saudi Arabia","Female","65-69 years","Breast cancer","Number",2019,226.745906315072
"Incidence","Saudi Arabia","Male","65-69 years","Breast cancer","Rate",2019,1.84888819746353
"Incidence","Saudi Arabia","Female","65-69 years","Breast cancer","Rate",2019,132.977927384518
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Number",2009,1.78903714570845
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Number",2009,73.013968924987
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Rate",2009,1.8747825220573
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Rate",2009,100.656984149408
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Number",2010,2.04241118775986
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Number",2010,74.8491312778489
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Rate",2010,2.04138430355053
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Rate",2010,104.612906944544
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Number",2011,2.00942884397747
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Number",2011,76.2969026385651
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Rate",2011,1.92931725822728
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Rate",2011,107.212758172168
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Number",2012,2.06931644698696
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Number",2012,79.0191609346465
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Rate",2012,1.90110996746484
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Rate",2012,110.184461729269
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Number",2013,2.23976596471965
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Number",2013,82.8974214176686
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Rate",2013,1.94212947253915
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Rate",2013,112.542851663635
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Number",2014,2.43903421024653
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Number",2014,87.6837261304482
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Rate",2014,1.98415043224148
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Rate",2014,115.050720675018
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Number",2015,2.63027732663431
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Number",2015,90.9473676933504
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Rate",2015,2.00821620135247
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Rate",2015,116.068119892447
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Number",2016,2.8192588015939
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Number",2016,95.7596374010169
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Rate",2016,2.05147431986277
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Rate",2016,118.295690862839
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Number",2017,2.97759910665982
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Number",2017,100.525231395602
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Rate",2017,2.07221711635312
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Rate",2017,119.555563934812
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Number",2018,3.15740595464794
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Number",2018,106.107554905135
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Rate",2018,2.09399203574535
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Rate",2018,120.816310338522
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Number",2019,3.38038463557572
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Number",2019,113.038702774929
"Incidence","Saudi Arabia","Male","70-74 years","Breast cancer","Rate",2019,2.11159232334049
"Incidence","Saudi Arabia","Female","70-74 years","Breast cancer","Rate",2019,121.502849535989
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Number",2009,1.50411957553253
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Number",2009,46.6543344230663
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Rate",2009,3.23945816532299
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Rate",2009,109.27827859197
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Number",2010,1.55047079415603
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Number",2010,44.7033735544047
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Rate",2010,3.52769915461181
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Rate",2010,114.656022104085
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Number",2011,1.48330390909328
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Number",2011,45.4224908174934
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Rate",2011,3.29667958153409
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Rate",2011,118.746466274087
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Number",2012,1.54583125386157
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Number",2012,47.3690194320923
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Rate",2012,3.23714289940536
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Rate",2012,122.655913181205
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Number",2013,1.67940784257563
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Number",2013,48.8437145503744
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Rate",2013,3.30630426564352
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Rate",2013,125.081881688785
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Number",2014,1.83010417686318
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Number",2014,50.5490910735883
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Rate",2014,3.37148565435392
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Rate",2014,127.801822621316
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Number",2015,1.97808403058163
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Number",2015,51.5776648689123
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Rate",2015,3.40454295393488
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Rate",2015,128.955671427752
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Number",2016,2.14822663907276
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Number",2016,53.5920004797049
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Rate",2016,3.47685826582741
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Rate",2016,131.477945116917
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Number",2017,2.32036882484819
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Number",2017,55.8463708501246
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Rate",2017,3.5193024002885
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Rate",2017,132.930277050532
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Number",2018,2.54956791273964
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Number",2018,59.167181733698
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Rate",2018,3.57790434614131
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Rate",2018,134.301941474666
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Number",2019,2.80655056066069
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Number",2019,62.7405994211264
"Incidence","Saudi Arabia","Male","75-79 years","Breast cancer","Rate",2019,3.62778407511841
"Incidence","Saudi Arabia","Female","75-79 years","Breast cancer","Rate",2019,135.050706848794
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Number",2009,1.11758460145617
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Number",2009,39.2500459115858
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Rate",2009,3.34637693448661
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Rate",2009,117.380519660726
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Number",2010,1.23011401066166
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Number",2010,42.318946675425
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Rate",2010,3.64993656060187
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Rate",2010,123.001672599946
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Number",2011,1.11300083988633
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Number",2011,42.8920417446743
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Rate",2011,3.41568902224421
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Rate",2011,129.11036632031
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Number",2012,1.04147232318978
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Number",2012,42.1849225788695
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Rate",2012,3.36856829820429
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Rate",2012,135.335330550716
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Number",2013,1.00755491231376
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Number",2013,40.4347877434472
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Rate",2013,3.44389121112724
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Rate",2013,138.818247924663
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Number",2014,0.983879337540075
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Number",2014,38.519501046702
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Rate",2014,3.53858516883863
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Rate",2014,142.286949194146
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Number",2015,0.960738112527347
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Number",2015,35.8611690051999
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Rate",2015,3.6001992734187
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Rate",2015,143.430557063685
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Number",2016,1.02178249832439
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Number",2016,36.0915100962318
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Rate",2016,3.69153735684654
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Rate",2016,145.726723767513
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Number",2017,1.11264323561447
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Number",2017,37.0898191639892
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Rate",2017,3.73563897560532
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Rate",2017,146.942768222546
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Number",2018,1.2149003245725
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Number",2018,38.2210321894882
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Rate",2018,3.78050728891592
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Rate",2018,148.311266348235
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Number",2019,1.32789937163381
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Number",2019,39.3020552492893
"Incidence","Saudi Arabia","Male","80-84","Breast cancer","Rate",2019,3.81550992305068
"Incidence","Saudi Arabia","Female","80-84","Breast cancer","Rate",2019,149.13908775222
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Number",2009,0.663484496414103
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Number",2009,12.8191471343894
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Rate",2009,4.86712812453152
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Rate",2009,103.193764346691
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Number",2010,0.74982188093761
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Number",2010,14.2357737108914
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Rate",2010,5.28518540534631
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Rate",2010,106.480418761401
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Number",2011,0.725765291582206
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Number",2011,15.8514085679654
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Rate",2011,4.87873545357964
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Rate",2011,108.467899562433
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Number",2012,0.745576113816685
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Number",2012,17.7390204825938
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Rate",2012,4.75932441568238
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Rate",2012,110.506227876999
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Number",2013,0.800686081541091
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Number",2013,19.5180604647491
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Rate",2013,4.84356065115734
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Rate",2013,111.592964021255
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Number",2014,0.854759168431376
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Number",2014,21.1435042040872
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Rate",2014,4.96142632376523
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Rate",2014,113.316581649487
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Number",2015,0.876968806303005
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Number",2015,21.9625719596503
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Rate",2015,4.99880863602584
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Rate",2015,113.925472996092
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Number",2016,0.867050864346159
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Number",2016,21.6664077777377
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Rate",2016,5.0770188601982
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Rate",2016,116.350972749184
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Number",2017,0.835901730010864
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Number",2017,20.6843947187701
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Rate",2017,5.11599925633351
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Rate",2017,118.202410325561
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Number",2018,0.813622102499724
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Number",2018,19.7261498238282
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Rate",2018,5.19971992812316
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Rate",2018,119.940855437935
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Number",2019,0.797432571716415
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Number",2019,18.6811124721019
"Incidence","Saudi Arabia","Male","85-89","Breast cancer","Rate",2019,5.28613990355099
"Incidence","Saudi Arabia","Female","85-89","Breast cancer","Rate",2019,121.160697338235
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Number",2009,0.130646208018218
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Number",2009,3.61862683207203
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Rate",2009,2.93237832431615
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Rate",2009,89.078233502251
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Number",2010,0.149411281638536
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Number",2010,3.87489462943503
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Rate",2010,3.27534680841495
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Rate",2010,92.2624260718164
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Number",2011,0.145107668033532
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Number",2011,4.09665367757896
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Rate",2011,3.10800499962907
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Rate",2011,94.1911629583504
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Number",2012,0.149538807897782
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Number",2012,4.31764669441842
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Rate",2012,3.12187324522028
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Rate",2012,95.5203213237573
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Number",2013,0.161433079689689
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Number",2013,4.51690843551768
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Rate",2013,3.27374526456051
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Rate",2013,96.0760449823025
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Number",2014,0.177062077587586
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Number",2014,4.80513769708199
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Rate",2014,3.45490742409978
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Rate",2014,96.6713401296793
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Number",2015,0.194032732190691
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Number",2015,5.19487483368374
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Rate",2015,3.58581703437416
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Rate",2015,95.6957362973765
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Number",2016,0.216030017760566
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Number",2016,5.7578467137266
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Rate",2016,3.75225940956072
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Rate",2016,95.7263449040584
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Number",2017,0.239523134400257
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Number",2017,6.34933810022526
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Rate",2017,3.89588956980076
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Rate",2017,95.120809532432
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Number",2018,0.265769875022225
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Number",2018,6.91702868782656
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Rate",2018,4.0441137172363
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Rate",2018,94.5215876094141
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Number",2019,0.289200332735498
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Number",2019,7.34324908346088
"Incidence","Saudi Arabia","Male","90-94","Breast cancer","Rate",2019,4.17756558743722
"Incidence","Saudi Arabia","Female","90-94","Breast cancer","Rate",2019,93.7334171406308
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Number",2009,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Number",2009,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Rate",2009,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Rate",2009,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Number",2010,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Number",2010,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Rate",2010,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Rate",2010,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Number",2011,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Number",2011,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Rate",2011,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Rate",2011,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Number",2012,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Number",2012,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Rate",2012,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Rate",2012,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Number",2013,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Number",2013,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Rate",2013,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Rate",2013,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Number",2014,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Number",2014,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Rate",2014,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Rate",2014,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Number",2015,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Number",2015,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Rate",2015,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Rate",2015,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Number",2016,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Number",2016,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Rate",2016,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Rate",2016,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Number",2017,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Number",2017,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Rate",2017,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Rate",2017,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Number",2018,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Number",2018,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Rate",2018,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Rate",2018,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Number",2019,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Number",2019,0
"Incidence","Saudi Arabia","Male","<5 years","Ischemic heart disease","Rate",2019,0
"Incidence","Saudi Arabia","Female","<5 years","Ischemic heart disease","Rate",2019,0
"Incidence","Saudi Arabia","Male","5-9 years","Ischemic heart disease","Number",2009,0
"Incidence","Saudi Arabia","Female","5-9 years","Ischemic heart disease","Number",2009,0
"Incidence","Saudi Arabia","Male","5-9 years","Ischemic heart disease","Rate",2009,0
"Incidence","Saudi Arabia","Female","5-9 years","Ischemic heart disease","Rate",2009,0
"Incidence","Saudi Arabia","Male","5-9 years","Ischemic heart disease","Number",2010,0
"Incidence","Saudi Arabia","Female","5-9 years","Ischemic heart disease","Number",2010,0
"Incidence","Saudi Arabia","Male","5-9 years","Ischemic heart disease","Rate",2010,0
"Incidence","Saudi Arabia","Female","5-9 years","Ischemic heart disease","Rate",2010,0
"Incidence","Saudi Arabia","Male","5-9 years","Ischemic heart disease","Number",2011,0
"Incidence","Saudi Arabia","Female","5-9 years","Ischemic heart disease","Number",2011,0
"Incidence","Saudi Arabia","Male","5-9 years","Ischemic heart disease","Rate",2011,0
"Incidence","Saudi Arabia","Female","5-9 years","Ischemic heart disease","Rate",2011,0
"Incidence","Saudi Arabia","Male","5-9 years","Ischemic heart disease","Number",2012,0
"Incidence","Saudi Arabia","Female","5-9 years","Ischemic heart disease","Number",2012,0
"Incidence","Saudi Arabia","Male","5-9 years","Ischemic heart disease","Rate",2012,0
"Incidence","Saudi Arabia","Female","5-9 years","Ischemic heart disease","Rate",2012,0
"Incidence","Saudi Arabia","Male","5-9 years","Ischemic heart disease","Number",2013,0
"Incidence","Saudi Arabia","Female","5-9 years","Ischemic heart disease","Number",2013,0
"Incidence","Saudi Arabia","Male","5-9 years","Ischemic heart disease","Rate",2013,0
"Incidence","Saudi Arabia","Female","5-9 years","Ischemic heart disease","Rate",2013,0
"Incidence","Saudi Arabia","Male","5-9 years","Ischemic heart disease","Number",2014,0
"Incidence","Saudi Arabia","Female","5-9 years","Ischemic heart disease","Number",2014,0
"Incidence","Saudi Arabia","Male","5-9 years","Ischemic heart disease","Rate",2014,0
"Incidence","Saudi Arabia","Female","5-9 years","Ischemic heart disease","Rate",2014,0
"Incidence","Saudi Arabia","Male","5-9 years","Ischemic heart disease","Number",2015,0
"Incidence","Saudi Arabia","Female","5-9 years","Ischemic heart disease","Number",2015,0
"Incidence","Saudi Arabia","Male","5-9 years","Ischemic heart disease","Rate",2015,0
"Incidence","Saudi Arabia","Female","5-9 years","Ischemic heart disease","Rate",2015,0
"Incidence","Saudi Arabia","Male","5-9 years","Ischemic heart disease","Number",2016,0
"Incidence","Saudi Arabia","Female","5-9 years","Ischemic heart disease","Number",2016,0
"Incidence","Saudi Arabia","Male","5-9 years","Ischemic heart disease","Rate",2016,0
"Incidence","Saudi Arabia","Female","5-9 years","Ischemic heart disease","Rate",2016,0
